ReturnID,SalesID,ReturnDateID,ReturnReason,RefundAmount
19159,736639,378,Late Delivery,2009.63
19160,616979,1929,Damaged,440.14
19161,332057,829,Late Delivery,13437.67
19162,844163,1187,Wrong Item,10045.93
19163,835645,1531,Damaged,7072.0
19164,454152,828,Not Needed,617.53
19165,776980,1742,Late Delivery,15247.43
19166,849702,462,Not Needed,1310.03
19167,555766,1157,Not Needed,21209.87
19168,841729,225,Others,2184.01
19169,994366,1863,Wrong Item,4995.3
19170,29554,2469,Damaged,1083.12
19171,572494,1138,Not Needed,100.29
19172,304330,507,Others,1456.51
19173,101593,2456,Late Delivery,1026.53
19174,691071,2178,Damaged,23968.51
19175,943417,430,Wrong Item,8270.19
19176,988509,1824,Not Needed,6520.24
19177,783038,19,Wrong Item,6564.14
19178,194379,513,Others,4851.01
19179,757214,1499,Wrong Item,12084.62
19180,410326,916,Others,13110.3
19181,114830,2255,Damaged,550.8
19182,471956,2370,Not Needed,1239.87
19183,899449,1284,Damaged,19321.81
19184,986835,1738,Wrong Item,3841.79
19185,165625,659,Late Delivery,6166.66
19186,636440,1924,Damaged,8145.33
19187,972656,752,Wrong Item,1534.57
19188,764660,357,Wrong Item,10411.7
19189,266836,808,Not Needed,6800.51
19190,248293,875,Damaged,3333.93
19191,261824,1878,Wrong Item,244.64
19192,28275,1524,Not Needed,2794.35
19193,872252,1801,Others,4884.04
19194,448751,1885,Damaged,4064.01
19195,67961,2384,Others,1260.12
19196,306509,2215,Damaged,6208.57
19197,275965,593,Not Needed,5671.75
19198,392789,1196,Damaged,3812.46
19199,617165,515,Late Delivery,5518.27
19200,769413,935,Not Needed,8249.82
19201,314603,1932,Wrong Item,8898.3
19202,85520,1560,Not Needed,3342.45
19203,871030,2343,Wrong Item,280.92
19204,186823,204,Others,7499.48
19205,558582,1333,Damaged,2807.98
19206,51638,437,Wrong Item,6662.46
19207,427601,1115,Not Needed,286.8
19208,408733,2465,Not Needed,1909.56
19209,169921,246,Others,5496.75
19210,333972,2490,Others,3925.35
19211,155841,504,Others,5421.26
19212,280386,1941,Wrong Item,1831.83
19213,679764,1535,Others,21116.36
19214,969892,288,Damaged,1873.01
19215,57786,854,Late Delivery,9434.95
19216,557912,527,Wrong Item,1751.66
19217,74337,589,Late Delivery,31756.19
19218,368030,1102,Damaged,855.33
19219,257108,1025,Others,3007.13
19220,714662,1721,Wrong Item,1692.35
19221,943374,1172,Wrong Item,32579.02
19222,710803,114,Others,2418.75
19223,620332,89,Wrong Item,11751.23
19224,673667,485,Late Delivery,16567.16
19225,220238,1349,Others,2295.81
19226,292172,1825,Wrong Item,14047.08
19227,760110,1543,Others,9853.35
19228,827496,1717,Wrong Item,2448.69
19229,326126,1726,Late Delivery,12434.07
19230,143717,1030,Damaged,3857.0
19231,325545,846,Damaged,5337.96
19232,756997,2087,Damaged,12305.78
19233,389597,2519,Others,236.33
19234,503848,331,Wrong Item,7306.07
19235,966940,1255,Late Delivery,10881.38
19236,505684,87,Not Needed,4473.82
19237,316143,977,Late Delivery,11050.24
19238,557046,313,Not Needed,7866.68
19239,888899,985,Not Needed,8038.94
19240,386138,305,Not Needed,386.42
19241,511568,2322,Late Delivery,2409.59
19242,946361,767,Others,9601.37
19243,462235,1797,Late Delivery,1323.25
19244,787194,2220,Not Needed,3878.05
19245,125051,1868,Damaged,238.65
19246,862365,1706,Others,692.85
19247,150141,191,Others,12967.36
19248,671602,1648,Wrong Item,7965.55
19249,581133,2216,Late Delivery,116.56
19250,581099,1428,Not Needed,31730.11
19251,825726,981,Damaged,1514.13
19252,376135,517,Damaged,13178.76
19253,89408,696,Wrong Item,1944.33
19254,903451,1052,Late Delivery,2676.9
19255,991809,2009,Damaged,217.61
19256,926636,325,Others,10958.67
19257,155748,158,Wrong Item,3474.94
19258,825967,1720,Not Needed,9733.15
19259,686334,1833,Wrong Item,3337.85
19260,960,1769,Wrong Item,960.02
19261,397899,2352,Others,7155.82
19262,922418,2386,Not Needed,315.21
19263,227661,1091,Not Needed,1896.62
19264,558092,2502,Wrong Item,3538.48
19265,630164,730,Damaged,15807.49
19266,641634,2305,Late Delivery,1155.36
19267,303301,308,Not Needed,1333.79
19268,370940,777,Late Delivery,22198.13
19269,146942,200,Damaged,5297.95
19270,998564,1452,Others,483.85
19271,317730,743,Late Delivery,1940.37
19272,656756,1259,Others,461.21
19273,356109,732,Late Delivery,2888.52
19274,650788,701,Not Needed,13236.28
19275,799972,2487,Not Needed,1355.54
19276,6110,2305,Others,4138.85
19277,717496,46,Wrong Item,2834.76
19278,269109,1051,Wrong Item,9275.15
19279,38257,768,Others,164.86
19280,955365,2156,Damaged,1612.89
19281,152633,1448,Damaged,1458.72
19282,628220,2375,Wrong Item,16765.06
19283,94958,520,Late Delivery,3424.89
19284,623637,1977,Late Delivery,2000.97
19285,873712,1506,Damaged,4533.93
19286,958188,874,Damaged,2419.64
19287,829626,1168,Late Delivery,2938.13
19288,590076,2294,Others,1585.34
19289,545898,1889,Not Needed,6320.86
19290,630072,1160,Wrong Item,13318.93
19291,803352,1431,Wrong Item,15787.47
19292,268030,1398,Wrong Item,1953.95
19293,505650,33,Late Delivery,7289.88
19294,177884,1916,Late Delivery,1908.1
19295,898280,1219,Others,10388.11
19296,585988,636,Wrong Item,15400.29
19297,273288,1430,Late Delivery,2448.29
19298,850139,383,Wrong Item,18963.5
19299,475862,1810,Damaged,3291.22
19300,717205,2557,Not Needed,24867.5
19301,778610,2176,Late Delivery,7585.09
19302,622184,421,Not Needed,620.65
19303,144172,2264,Wrong Item,1025.54
19304,986025,1236,Damaged,15375.24
19305,371907,1933,Late Delivery,1234.02
19306,299532,2252,Late Delivery,673.28
19307,757018,1314,Not Needed,3590.8
19308,768834,1622,Wrong Item,6580.76
19309,543351,1012,Late Delivery,3826.74
19310,54843,200,Late Delivery,4784.63
19311,150827,387,Late Delivery,1318.37
19312,88323,1204,Others,23139.72
19313,824856,1457,Wrong Item,4802.44
19314,527963,884,Wrong Item,9935.11
19315,749854,1940,Others,1661.95
19316,92110,894,Wrong Item,1648.16
19317,486417,1641,Late Delivery,15402.1
19318,432748,2291,Others,21102.64
19319,994474,1738,Damaged,6478.64
19320,550084,786,Late Delivery,1932.5
19321,652152,1097,Late Delivery,9128.02
19322,945858,344,Damaged,15935.89
19323,622471,162,Late Delivery,2325.09
19324,900747,1717,Wrong Item,2503.06
19325,912510,1879,Damaged,15106.88
19326,546220,823,Late Delivery,11962.75
19327,962781,2016,Wrong Item,1012.94
19328,966302,1615,Not Needed,18519.8
19329,634583,1746,Late Delivery,2826.71
19330,766445,945,Late Delivery,6985.56
19331,145938,1839,Others,15718.74
19332,976774,1267,Wrong Item,11044.84
19333,248333,1775,Wrong Item,967.36
19334,981547,976,Late Delivery,529.99
19335,418057,1944,Others,28954.58
19336,102165,1129,Late Delivery,5142.68
19337,579854,248,Others,3123.9
19338,418043,1362,Late Delivery,569.5
19339,959234,2381,Late Delivery,159.32
19340,27971,846,Damaged,15917.71
19341,42761,2205,Not Needed,11119.17
19342,289658,482,Wrong Item,7408.6
19343,113990,2289,Others,8272.02
19344,499935,1920,Not Needed,2072.84
19345,585221,2109,Damaged,1204.03
19346,451168,1115,Damaged,1359.89
19347,420532,1642,Damaged,332.28
19348,921761,2186,Not Needed,6038.04
19349,238735,582,Others,1083.77
19350,801580,1953,Damaged,163.26
19351,730650,1188,Wrong Item,17094.02
19352,625402,321,Damaged,6244.84
19353,952766,816,Damaged,7001.01
19354,576074,562,Late Delivery,10241.68
19355,594878,197,Not Needed,3926.37
19356,462231,2378,Others,6501.93
19357,930043,1958,Others,5596.29
19358,878969,2188,Damaged,1399.83
19359,906228,273,Wrong Item,1791.57
19360,936925,497,Late Delivery,5195.14
19361,384709,709,Damaged,9227.91
19362,398933,370,Wrong Item,18302.04
19363,472821,775,Others,3534.69
19364,104917,1553,Late Delivery,3133.69
19365,804204,380,Others,1297.15
19366,431482,1193,Others,18265.63
19367,788636,1316,Not Needed,1130.73
19368,354422,1798,Late Delivery,1408.17
19369,564949,390,Late Delivery,5982.13
19370,388285,958,Damaged,3438.83
19371,349335,91,Late Delivery,1207.88
19372,142045,1992,Damaged,6265.84
19373,248754,1983,Wrong Item,1110.82
19374,114281,77,Wrong Item,7025.77
19375,365757,746,Not Needed,4036.71
19376,606293,1732,Wrong Item,2073.88
19377,28406,225,Late Delivery,135.33
19378,193210,473,Not Needed,2885.34
19379,562690,2462,Damaged,431.75
19380,44729,891,Damaged,896.07
19381,749006,2,Not Needed,21091.81
19382,833030,654,Others,7843.75
19383,248419,2553,Damaged,894.09
19384,811713,257,Wrong Item,6945.19
19385,343577,768,Wrong Item,8568.19
19386,811851,1079,Not Needed,3845.3
19387,376714,19,Damaged,525.68
19388,168316,1686,Damaged,15439.48
19389,640120,649,Others,840.2
19390,292573,273,Others,1990.29
19391,10428,1806,Late Delivery,1901.9
19392,83894,1511,Late Delivery,19716.58
19393,234578,1990,Late Delivery,4316.89
19394,799997,478,Not Needed,5565.04
19395,412141,1493,Not Needed,4687.75
19396,64079,1387,Not Needed,1998.4
19397,994450,253,Others,2627.48
19398,788385,2236,Wrong Item,509.86
19399,914624,1166,Wrong Item,2887.03
19400,116686,1933,Not Needed,3237.79
19401,642622,173,Others,2703.18
19402,375995,170,Not Needed,7595.35
19403,793494,1124,Not Needed,3740.92
19404,123618,2511,Others,11757.99
19405,473577,2490,Not Needed,1594.82
19406,845577,155,Late Delivery,8411.16
19407,702121,2057,Late Delivery,5771.78
19408,835190,985,Wrong Item,5815.84
19409,73231,609,Late Delivery,9048.3
19410,230306,139,Not Needed,4813.55
19411,730807,2070,Late Delivery,255.4
19412,385848,734,Not Needed,4634.7
19413,277777,523,Late Delivery,6530.49
19414,361629,871,Others,197.9
19415,922475,1385,Others,236.85
19416,843611,643,Not Needed,14991.59
19417,523518,2313,Others,3060.03
19418,53157,1842,Damaged,5730.07
19419,78490,993,Late Delivery,565.68
19420,463591,1898,Damaged,4138.44
19421,409782,2479,Damaged,3045.97
19422,602117,2357,Damaged,1066.49
19423,5649,1084,Others,11621.11
19424,785976,1797,Others,4046.56
19425,117668,2282,Not Needed,4252.79
19426,850463,1876,Not Needed,5877.34
19427,559147,698,Not Needed,9174.89
19428,157619,870,Wrong Item,5809.7
19429,996660,639,Damaged,2232.84
19430,254800,849,Damaged,2041.83
19431,742627,1089,Damaged,505.96
19432,69901,2095,Others,7415.9
19433,105148,2072,Late Delivery,3038.38
19434,752529,1253,Not Needed,1051.17
19435,105418,1332,Damaged,3398.57
19436,101101,1983,Damaged,4187.09
19437,179737,1475,Wrong Item,1800.3
19438,564930,46,Damaged,3133.83
19439,676939,983,Others,3602.1
19440,829897,1670,Wrong Item,10642.35
19441,120035,1467,Late Delivery,1583.76
19442,938824,1789,Late Delivery,11865.14
19443,959191,2088,Wrong Item,7609.82
19444,251772,2000,Damaged,2155.47
19445,546146,1241,Damaged,18979.69
19446,726240,1736,Not Needed,2270.08
19447,482944,1703,Not Needed,314.02
19448,837274,34,Late Delivery,1473.95
19449,511689,2199,Others,8946.31
19450,244851,330,Damaged,9148.04
19451,253728,2217,Damaged,1269.43
19452,213010,1386,Others,12881.36
19453,830750,790,Others,1470.98
19454,621366,2248,Wrong Item,8859.78
19455,671377,36,Wrong Item,527.96
19456,266689,2507,Not Needed,8708.62
19457,492595,318,Wrong Item,5142.21
19458,600794,436,Late Delivery,28261.74
19459,143577,1097,Damaged,6778.85
19460,798031,1065,Damaged,4296.92
19461,738267,583,Wrong Item,5644.7
19462,536086,2333,Others,8792.07
19463,846710,2010,Not Needed,903.54
19464,767930,2116,Not Needed,573.99
19465,9287,317,Not Needed,3957.01
19466,951773,2265,Damaged,1960.59
19467,832621,711,Others,2285.39
19468,83876,140,Wrong Item,6505.67
19469,324111,446,Wrong Item,2468.82
19470,482085,541,Wrong Item,6019.92
19471,823889,1800,Others,5578.36
19472,849028,1254,Others,3261.1
19473,421191,145,Not Needed,9954.4
19474,653461,2359,Not Needed,4809.8
19475,603936,194,Late Delivery,7084.12
19476,266117,1229,Damaged,13889.42
19477,902028,374,Late Delivery,18648.31
19478,426999,1614,Others,2194.17
19479,360038,1533,Not Needed,398.76
19480,35255,2100,Damaged,13216.69
19481,719596,755,Not Needed,21089.66
19482,953315,1890,Wrong Item,4968.69
19483,782295,876,Wrong Item,2876.44
19484,455352,2382,Others,8659.97
19485,2424,1491,Late Delivery,4753.43
19486,937910,1145,Not Needed,14383.08
19487,861294,1285,Damaged,7987.07
19488,962560,1658,Damaged,18138.19
19489,683457,2088,Late Delivery,8090.75
19490,524557,2216,Not Needed,23761.32
19491,278728,1799,Wrong Item,14709.3
19492,521246,2100,Wrong Item,6739.55
19493,1133,2355,Damaged,2308.19
19494,799676,266,Others,8939.5
19495,26823,2452,Damaged,6555.25
19496,614419,1151,Not Needed,3115.14
19497,13118,781,Late Delivery,2657.74
19498,480328,1123,Late Delivery,2669.86
19499,117541,221,Wrong Item,1370.35
19500,515480,2473,Late Delivery,808.35
19501,670142,84,Damaged,5678.1
19502,549053,1455,Wrong Item,3037.75
19503,122449,2047,Others,4780.89
19504,214445,783,Damaged,10021.56
19505,567056,1776,Late Delivery,4770.04
19506,606921,2431,Damaged,12029.0
19507,737266,1570,Wrong Item,3111.95
19508,836748,912,Wrong Item,1191.31
19509,393835,1197,Others,11572.42
19510,690502,1847,Damaged,3335.37
19511,244214,430,Wrong Item,12925.05
19512,54528,874,Damaged,1777.25
19513,979637,955,Late Delivery,4480.68
19514,924777,549,Wrong Item,21924.67
19515,387420,2393,Late Delivery,6265.0
19516,981802,1634,Others,4722.86
19517,651373,1431,Late Delivery,8768.61
19518,572812,320,Wrong Item,600.87
19519,248042,980,Not Needed,13315.84
19520,738865,655,Late Delivery,848.4
19521,288608,1286,Not Needed,7021.31
19522,823948,1249,Not Needed,796.65
19523,562066,1249,Damaged,5238.18
19524,290327,2099,Wrong Item,36415.33
19525,5984,432,Damaged,1729.61
19526,306861,1057,Wrong Item,3915.35
19527,49004,107,Wrong Item,732.53
19528,568330,65,Late Delivery,6960.87
19529,676988,786,Not Needed,3584.12
19530,671705,1210,Wrong Item,4342.67
19531,579623,1457,Late Delivery,1838.72
19532,424182,131,Late Delivery,153.82
19533,195840,2251,Others,2729.07
19534,488379,626,Damaged,5378.18
19535,147548,2261,Wrong Item,11216.93
19536,659410,32,Late Delivery,235.26
19537,697612,1903,Not Needed,20969.41
19538,956567,1143,Wrong Item,3858.23
19539,490372,1883,Late Delivery,6458.11
19540,777422,2414,Wrong Item,1683.02
19541,161162,2374,Wrong Item,2361.02
19542,561219,1686,Not Needed,1310.22
19543,622470,1987,Late Delivery,1590.32
19544,547786,219,Late Delivery,2277.57
19545,482505,221,Not Needed,12400.31
19546,542318,1810,Others,10968.65
19547,204079,1552,Late Delivery,4064.18
19548,831495,1635,Damaged,6696.83
19549,888867,276,Damaged,2958.47
19550,191889,1752,Not Needed,2763.31
19551,599174,2039,Others,15783.62
19552,799889,282,Wrong Item,253.43
19553,386778,477,Others,1699.58
19554,671572,1636,Not Needed,6103.36
19555,308233,1629,Late Delivery,4821.9
19556,315483,1354,Not Needed,23182.01
19557,420257,329,Damaged,22635.13
19558,860859,1375,Others,2866.97
19559,518744,1331,Not Needed,3140.78
19560,136925,174,Not Needed,2767.04
19561,817866,57,Others,1939.63
19562,234235,419,Others,20943.95
19563,614052,2013,Not Needed,2616.06
19564,83310,85,Others,6932.45
19565,184405,1492,Wrong Item,3974.39
19566,730490,1009,Wrong Item,4118.47
19567,455391,1596,Late Delivery,1945.88
19568,649866,1233,Late Delivery,6753.52
19569,994993,1521,Damaged,25237.9
19570,200501,1538,Wrong Item,4963.86
19571,221571,2406,Damaged,9715.11
19572,410230,2094,Wrong Item,9919.67
19573,901324,580,Not Needed,1203.05
19574,988735,1898,Not Needed,1786.44
19575,888733,1461,Late Delivery,324.01
19576,297928,1163,Late Delivery,8331.53
19577,232711,1500,Damaged,13024.89
19578,985858,1211,Wrong Item,20963.69
19579,370252,459,Wrong Item,14906.89
19580,978322,280,Wrong Item,6160.89
19581,792816,1464,Late Delivery,3409.06
19582,9565,1052,Others,30244.37
19583,614830,2341,Wrong Item,29578.04
19584,660330,2442,Damaged,21340.87
19585,520357,1229,Late Delivery,348.2
19586,877075,2396,Not Needed,11755.53
19587,997104,2435,Late Delivery,6494.21
19588,975050,995,Late Delivery,4381.44
19589,497014,1283,Damaged,12571.63
19590,873776,2372,Others,10630.88
19591,509051,2051,Late Delivery,434.22
19592,685518,375,Not Needed,1959.5
19593,419054,903,Others,8775.06
19594,252926,2401,Others,2154.56
19595,8288,2142,Wrong Item,2585.76
19596,65714,1407,Not Needed,25534.44
19597,318579,1274,Late Delivery,4520.1
19598,414547,2121,Wrong Item,10613.85
19599,477046,2115,Damaged,5542.7
19600,102477,589,Late Delivery,5202.35
19601,241130,56,Not Needed,8106.12
19602,561043,1068,Not Needed,799.31
19603,135381,2463,Not Needed,1020.73
19604,36761,279,Late Delivery,9016.55
19605,311595,538,Late Delivery,13586.29
19606,305442,1049,Late Delivery,2234.32
19607,309977,135,Wrong Item,2192.68
19608,198602,759,Not Needed,9089.52
19609,843725,1591,Not Needed,3832.98
19610,809614,1540,Late Delivery,2219.07
19611,632408,1438,Damaged,16146.53
19612,884491,710,Damaged,7172.2
19613,298792,2137,Damaged,4829.11
19614,455868,2192,Wrong Item,17982.35
19615,121515,1247,Not Needed,7666.77
19616,225708,1315,Not Needed,7368.28
19617,583155,1906,Not Needed,1781.91
19618,601306,1129,Late Delivery,9454.29
19619,740874,609,Damaged,8506.08
19620,48209,1664,Wrong Item,5076.78
19621,649964,1495,Others,3909.0
19622,394014,910,Damaged,5858.72
19623,604402,468,Others,1849.94
19624,304089,1685,Late Delivery,13546.42
19625,407866,965,Not Needed,1184.92
19626,264385,1364,Others,13256.62
19627,512000,235,Damaged,3388.62
19628,647955,2557,Others,6801.07
19629,570892,1134,Not Needed,6413.11
19630,726029,1928,Wrong Item,13043.6
19631,161751,517,Wrong Item,6397.71
19632,415292,1008,Late Delivery,2172.04
19633,526200,660,Wrong Item,4346.1
19634,811283,1761,Not Needed,6052.74
19635,966904,772,Late Delivery,15652.04
19636,208604,485,Wrong Item,7426.43
19637,966804,1806,Late Delivery,7120.74
19638,386016,492,Others,4055.93
19639,309994,353,Not Needed,12275.97
19640,296569,180,Others,13285.13
19641,991065,2375,Late Delivery,12914.37
19642,489459,384,Others,23684.59
19643,5002,1337,Late Delivery,10406.74
19644,282411,445,Late Delivery,20571.27
19645,374859,1153,Not Needed,5651.62
19646,601299,2356,Not Needed,5603.63
19647,763009,1764,Late Delivery,6760.65
19648,567198,121,Others,1375.27
19649,873049,969,Damaged,22771.33
19650,906652,1167,Wrong Item,7629.48
19651,894428,1847,Late Delivery,6104.03
19652,294766,1786,Wrong Item,8547.2
19653,114168,751,Others,6082.48
19654,590855,1596,Damaged,9542.64
19655,622697,1269,Wrong Item,6681.48
19656,298286,735,Late Delivery,2713.39
19657,266564,412,Damaged,7470.99
19658,261526,2417,Wrong Item,190.83
19659,388185,827,Late Delivery,3695.65
19660,208436,747,Damaged,5427.18
19661,109731,1884,Late Delivery,2509.02
19662,210931,1563,Wrong Item,2746.29
19663,304678,2261,Damaged,3351.96
19664,776828,356,Late Delivery,5583.2
19665,395231,1103,Wrong Item,3170.67
19666,481444,1707,Late Delivery,1646.88
19667,281672,2122,Not Needed,18627.21
19668,651263,1419,Wrong Item,827.68
19669,327547,701,Not Needed,13882.64
19670,392795,1425,Late Delivery,10953.25
19671,324217,2285,Damaged,2788.81
19672,651569,2358,Wrong Item,3163.22
19673,203234,1058,Not Needed,6238.28
19674,979145,2317,Late Delivery,14255.64
19675,893772,261,Wrong Item,728.49
19676,753571,1958,Not Needed,5389.16
19677,798650,2022,Late Delivery,9018.09
19678,89066,1066,Not Needed,555.38
19679,57741,494,Others,401.27
19680,722245,14,Others,11088.12
19681,992288,139,Damaged,10761.55
19682,113035,747,Damaged,8920.91
19683,395289,2118,Damaged,8604.11
19684,71565,1585,Others,932.83
19685,803270,1947,Late Delivery,2302.79
19686,549837,1829,Others,3974.64
19687,62847,1562,Damaged,1711.16
19688,179440,409,Others,567.24
19689,716741,1441,Late Delivery,1376.23
19690,643603,2429,Not Needed,13975.38
19691,578432,1975,Others,12596.9
19692,911796,409,Others,7380.77
19693,902078,341,Wrong Item,5138.65
19694,372124,1679,Others,11039.38
19695,880768,1943,Damaged,343.16
19696,74370,86,Wrong Item,1671.77
19697,38665,58,Not Needed,2643.3
19698,328611,407,Wrong Item,2732.07
19699,101823,2504,Wrong Item,3642.01
19700,66587,1168,Late Delivery,1495.98
19701,354809,2203,Not Needed,1501.74
19702,600224,2140,Late Delivery,801.64
19703,401251,524,Damaged,7569.44
19704,730098,181,Not Needed,8514.13
19705,963764,369,Late Delivery,6261.02
19706,742499,2101,Late Delivery,5671.35
19707,644361,942,Late Delivery,13726.62
19708,117174,47,Late Delivery,8700.24
19709,965308,2175,Not Needed,4982.91
19710,269498,2083,Damaged,976.46
19711,995894,1195,Wrong Item,16748.68
19712,239688,1913,Late Delivery,5607.08
19713,103253,185,Not Needed,16189.45
19714,129042,1444,Late Delivery,1253.95
19715,567624,2223,Wrong Item,29574.11
19716,824365,1407,Damaged,4701.14
19717,884407,599,Wrong Item,1942.26
19718,382604,2469,Not Needed,24572.76
19719,680823,2194,Damaged,394.88
19720,916166,725,Wrong Item,3522.35
19721,80221,792,Others,9029.2
19722,199562,1320,Not Needed,6517.4
19723,474093,736,Wrong Item,20528.8
19724,509124,955,Others,288.43
19725,403208,109,Damaged,1113.65
19726,614758,646,Late Delivery,14156.63
19727,658547,2328,Not Needed,6367.29
19728,916832,358,Others,4114.68
19729,695954,525,Wrong Item,990.57
19730,670685,337,Damaged,12881.65
19731,877842,386,Not Needed,3946.27
19732,766848,1285,Wrong Item,3807.8
19733,927268,2421,Others,7368.89
19734,63557,1081,Wrong Item,20744.7
19735,812592,357,Wrong Item,3793.69
19736,750078,1875,Damaged,2991.99
19737,201218,446,Others,6725.79
19738,723429,234,Wrong Item,1311.14
19739,357911,1601,Damaged,6669.88
19740,90992,1107,Late Delivery,3149.21
19741,730824,393,Wrong Item,4134.25
19742,449684,2404,Others,22779.62
19743,560110,1094,Others,783.91
19744,582901,893,Late Delivery,83.96
19745,587781,813,Wrong Item,40.34
19746,414544,272,Late Delivery,12378.67
19747,38132,2167,Late Delivery,475.08
19748,895932,2358,Not Needed,10670.17
19749,161593,528,Late Delivery,619.17
19750,796198,102,Not Needed,1128.1
19751,762272,486,Not Needed,5377.65
19752,585697,995,Not Needed,16108.74
19753,428768,1210,Damaged,7722.58
19754,546098,1245,Damaged,4770.58
19755,240927,44,Not Needed,10213.52
19756,873571,436,Not Needed,7708.42
19757,401290,2544,Damaged,4924.22
19758,740299,1625,Others,3098.16
19759,122226,514,Not Needed,2712.68
19760,36393,1638,Late Delivery,9127.77
19761,367199,696,Late Delivery,7590.71
19762,761657,345,Late Delivery,3781.21
19763,434556,508,Wrong Item,713.03
19764,230568,1723,Wrong Item,14841.24
19765,351497,2267,Damaged,2236.58
19766,403369,703,Not Needed,26261.43
19767,199461,425,Others,2592.73
19768,454022,2383,Late Delivery,8670.81
19769,847378,544,Wrong Item,361.09
19770,780266,1157,Not Needed,8989.95
19771,437177,1090,Late Delivery,10223.74
19772,439880,2285,Damaged,23445.96
19773,397679,2212,Wrong Item,3063.75
19774,18645,2168,Others,2988.51
19775,828932,453,Late Delivery,6688.8
19776,554321,278,Late Delivery,5801.05
19777,726440,678,Wrong Item,11749.37
19778,873537,340,Damaged,763.42
19779,924044,2401,Damaged,846.41
19780,189275,1454,Late Delivery,13637.4
19781,843823,2202,Not Needed,6876.49
19782,183652,1932,Others,1528.59
19783,989889,1075,Late Delivery,4816.8
19784,72813,1608,Wrong Item,755.19
19785,524247,1882,Late Delivery,13806.78
19786,379819,597,Not Needed,4656.19
19787,728634,2286,Late Delivery,7621.74
19788,39613,452,Damaged,898.08
19789,501821,289,Late Delivery,5107.57
19790,394054,1427,Late Delivery,2230.91
19791,115499,130,Late Delivery,357.98
19792,650975,649,Late Delivery,19187.21
19793,985655,334,Others,2914.87
19794,389268,924,Damaged,12168.16
19795,801891,1478,Late Delivery,1866.94
19796,941471,915,Wrong Item,9605.6
19797,923569,1484,Damaged,23050.56
19798,750004,226,Others,3390.84
19799,783707,132,Wrong Item,530.3
19800,925119,1569,Others,3045.7
19801,120845,2288,Wrong Item,5099.12
19802,167854,194,Not Needed,1285.48
19803,512111,946,Not Needed,5431.05
19804,963974,452,Others,1929.68
19805,911707,1104,Others,2721.93
19806,350131,75,Others,8750.71
19807,590117,1011,Wrong Item,1991.97
19808,782732,1746,Others,3143.81
19809,307450,1275,Damaged,14974.06
19810,746121,2425,Late Delivery,4681.2
19811,352845,173,Late Delivery,1178.75
19812,875254,1701,Wrong Item,8141.47
19813,887662,1497,Others,5160.23
19814,469365,1554,Not Needed,4791.25
19815,340080,713,Wrong Item,1867.1
19816,883870,150,Wrong Item,15672.02
19817,494587,1718,Others,5761.76
19818,190402,1298,Wrong Item,13963.29
19819,498875,1373,Others,566.9
19820,635143,2103,Late Delivery,842.11
19821,853874,129,Not Needed,152.87
19822,64473,1865,Others,2902.57
19823,526567,819,Wrong Item,737.32
19824,549175,147,Wrong Item,977.32
19825,29962,2133,Late Delivery,20764.83
19826,287996,1218,Damaged,3580.41
19827,893012,2355,Others,3491.12
19828,214010,2321,Not Needed,1305.59
19829,914838,1063,Wrong Item,827.51
19830,952233,1390,Wrong Item,3883.67
19831,214905,1850,Not Needed,3994.37
19832,795222,1516,Wrong Item,14761.35
19833,706284,286,Late Delivery,7230.66
19834,532678,353,Late Delivery,3002.63
19835,199338,1559,Damaged,4787.2
19836,395914,2351,Wrong Item,3699.24
19837,485460,2378,Wrong Item,4090.45
19838,567386,1964,Wrong Item,5890.34
19839,580068,1773,Late Delivery,2687.62
19840,179387,1175,Wrong Item,4246.78
19841,538765,2261,Late Delivery,11070.69
19842,379761,1979,Not Needed,6993.21
19843,514508,2182,Late Delivery,9973.99
19844,918492,1700,Others,1087.58
19845,488376,2409,Not Needed,1845.61
19846,590447,1559,Not Needed,1953.59
19847,10942,1606,Late Delivery,19955.11
19848,283600,1365,Late Delivery,6816.17
19849,741776,179,Others,2051.77
19850,631538,389,Late Delivery,13940.61
19851,875119,45,Wrong Item,1570.66
19852,545365,646,Others,1969.25
19853,802038,807,Wrong Item,2064.52
19854,524323,633,Damaged,3156.33
19855,493313,2351,Not Needed,8209.09
19856,448470,758,Damaged,2062.73
19857,894208,1672,Others,1087.88
19858,39482,1505,Wrong Item,1403.22
19859,60321,968,Late Delivery,3195.91
19860,560171,1016,Late Delivery,3781.36
19861,712142,834,Wrong Item,991.07
19862,206983,903,Others,5338.48
19863,356722,2256,Late Delivery,13604.15
19864,795492,1823,Late Delivery,1873.39
19865,897789,2022,Late Delivery,7639.31
19866,218625,1149,Damaged,926.96
19867,396114,2550,Others,989.91
19868,581920,2073,Damaged,15954.64
19869,397818,1361,Late Delivery,2996.71
19870,752522,546,Wrong Item,2734.16
19871,445270,1804,Not Needed,1634.37
19872,359760,1952,Others,16143.03
19873,747061,946,Not Needed,5917.4
19874,334252,1183,Others,3842.59
19875,371656,1376,Others,3923.43
19876,203561,255,Not Needed,13799.49
19877,229405,233,Not Needed,5764.78
19878,274083,1959,Late Delivery,3218.34
19879,879705,1921,Others,2685.04
19880,758963,2534,Not Needed,1031.48
19881,14793,2287,Not Needed,2118.29
19882,886087,375,Damaged,2687.35
19883,328609,2420,Not Needed,10712.22
19884,904137,1024,Others,3618.66
19885,827577,2158,Not Needed,1687.05
